price,year,brand,model,color,state,mileage,vin,
15600,2019,dodge,caravan,black,michigan,29926,2c4rdgcg0kr682478,
23800,2019,dodge,durango,white,north carolina,36750,1c4rdhdg3kc645177,
16800,2019,dodge,journey,black,michigan,27312,3c4pddeg4kt708418,
22700,2019,dodge,durango,white,north carolina,49575,1c4rdhdg7kc684421,
23300,2019,dodge,challenger,red,north carolina,30279,2c3cdzbt8kh593686,
23500,2019,dodge,challenger,white,north carolina,25825,2c3cdzbt5kh578448,
25500,2019,dodge,durango,silver,north carolina,32474,1c4rdjdg7kc651586,
21800,2019,dodge,challenger,white,north carolina,30585,2c3cdzbt1kh573652,
22800,2019,dodge,durango,gray,north carolina,36203,1c4rdhdg2kc645025,
18200,2019,dodge,caravan,red,michigan,29602,2c4rdgcg1kr565329,
23500,2019,dodge,challenger,red,north carolina,28689,2c3cdzbt7kh606377,
25700,2019,dodge,durango,charcoal,north carolina,31447,1c4rdjdg1kc691579,
15700,2019,dodge,caravan,white,north carolina,39148,2c4rdgeg3kr529509,
17500,2018,dodge,journey,silver,michigan,33495,3c4pddeg6jt463152,
15700,2019,dodge,caravan,white,north carolina,35274,2c4rdgeg6kr618815,
16500,2018,dodge,caravan,white,indiana,48745,2c4rdgeg8jr219449,
16100,2019,dodge,caravan,red,north carolina,31297,2c4rdgeg0kr529483,
15600,2019,dodge,caravan,charcoal,north carolina,38745,2c4rdgeg3kr578354,
15400,2019,dodge,caravan,gray,north carolina,37704,2c4rdgeg5kr594507,
28200,2017,dodge,durango,white,michigan,27060,1c4rdjdg6hc833787,
15300,2019,dodge,caravan,no_color,north carolina,40002,2c4rdgeg3kr529851,
15900,2019,dodge,caravan,red,north carolina,34930,2c4rdgeg0kr578974,
17700,2016,dodge,door,gray,indiana,22863,2c3cdzag4gh312012,
15800,2019,dodge,caravan,white,north carolina,36876,2c4rdgeg9kr556908,
15900,2019,dodge,caravan,charcoal,north carolina,34264,2c4rdgeg3kr578709,
25300,2019,dodge,charger,red,new mexico,17515,2c3cdxhg2kh608892,
16300,2019,dodge,caravan,silver,north carolina,27071,2c4rdgeg2kr600103,
29500,2019,dodge,durango,gray,new mexico,14656,1c4rdjdgxkc701199,
14500,2019,dodge,caravan,gray,north carolina,35652,2c4rdgcg8kr556692,
15400,2019,dodge,caravan,no_color,north carolina,30055,2c4rdgcg7kr631205,
15400,2019,dodge,caravan,charcoal,north carolina,43088,2c4rdgeg1kr579115,
15100,2019,dodge,caravan,purple,north carolina,33641,2c4rdgcg2kr658912,
15000,2019,dodge,caravan,black,north carolina,34797,2c4rdgcg1kr659131,
15500,2019,dodge,caravan,gray,north carolina,43943,2c4rdgeg8kr529277,
15000,2019,dodge,caravan,no_color,north carolina,35744,2c4rdgcg9kr600148,
15200,2019,dodge,caravan,no_color,north carolina,31542,2c4rdgcgxkr529381,
15700,2019,dodge,caravan,white,north carolina,26899,2c4rdgcg2kr659171,
16100,2019,dodge,journey,silver,north carolina,29985,3c4pdcgg5kt717085,
16300,2018,dodge,journey,silver,texas,37009,3c4pddgg2jt370853,
16000,2019,dodge,journey,white,north carolina,30731,3c4pdcgg6kt716981,
16900,2019,dodge,journey,silver,north carolina,30062,3c4pddeg8kt738778,
17000,2019,dodge,journey,charcoal,north carolina,28295,3c4pddeg0kt687602,
17300,2019,dodge,journey,silver,north carolina,25534,3c4pddeg0kt694646,
15900,2019,dodge,journey,gray,north carolina,29716,3c4pdceg1kt680751,
15700,2019,dodge,journey,silver,north carolina,34294,3c4pdcgg0kt694119,
16900,2019,dodge,journey,white,north carolina,27643,3c4pddeg5kt749804,
15500,2019,dodge,journey,white,north carolina,35516,3c4pdceg4kt680601,
15100,2019,dodge,journey,silver,north carolina,40674,3c4pdceg0kt680319,
15500,2019,dodge,journey,white,north carolina,32494,3c4pdceg0kt681048,
15400,2019,dodge,journey,red,north carolina,35047,3c4pdceg2kt716799,
16500,2019,dodge,journey,silver,north carolina,32898,3c4pddeg4kt701856,
42500,2015,dodge,challenger,black,texas,13740,2c3cdzc92fh716195,
16600,2019,dodge,journey,charcoal,north carolina,23132,3c4pdcgg0kt716944,
15200,2019,dodge,journey,silver,north carolina,37174,3c4pdcgg8kt717033,
15800,2019,dodge,journey,charcoal,north carolina,34023,3c4pdcgg9kt737369,
16900,2019,dodge,journey,charcoal,north carolina,30021,3c4pddeg2kt694986,
11100,2017,dodge,caravan,gray,north carolina,51469,2c4rdgbg8hr652428,
15600,2019,dodge,journey,charcoal,north carolina,31237,3c4pdceg1kt716986,
16900,2019,dodge,journey,silver,north carolina,30186,3c4pddeg0kt745899,
15300,2019,dodge,journey,silver,north carolina,41956,3c4pdceg5kt680932,
16600,2019,dodge,journey,black,north carolina,30727,3c4pddeg8kt701794,
21800,2017,dodge,durango,black,pennsylvania,38956,1c4rdjdg8hc653002,
36500,2018,dodge,charger,white,virginia,22036,2c3cdxgj3jh314932,
26300,2019,dodge,durango,red,georgia,26462,1c4rdhdg0kc675964,
20900,2019,dodge,challenger,red,georgia,23143,2c3cdzag1kh617105,
20100,2019,dodge,challenger,gray,georgia,17340,2c3cdzag2kh616402,
26700,2019,dodge,charger,gray,georgia,29749,2c3cdxct5kh527020,
23900,2019,dodge,charger,white,georgia,35248,2c3cdxhg1kh567414,
14500,2018,dodge,caravan,no_color,florida,40417,2c4rdgeg6jr341288,
23000,2017,dodge,durango,gray,virginia,30309,1c4rdjag5hc622178,
15000,2018,dodge,journey,red,north carolina,42303,3c4pddgg1jt387157,
15000,2018,dodge,journey,white,north carolina,35326,3c4pddgg5jt387288,
28500,2017,ford,door,white,texas,92100,1ft7w2bt6heb61418,
28000,2017,ford,door,white,texas,99375,1ft7w2bt2hee62669,
9000,2017,ford,door,gray,texas,72418,3fa6p0hd4hr370379,
28700,2015,ford,doors,ruby red metallic tinted clearcoat,connecticut,29733,1fatp8ff4f5394347,
25000,2017,ford,door,white,texas,119439,1ft7w2bt6hec19849,
17347,2015,ford,doors,black,massachusetts,54396,1fa6p8th4f5373291,
13800,2016,ford,door,white,texas,91606,1ftew1c82gkd45492,
25888,2015,ford,doors,black,new jersey,2807,1fa6p8cf2f5430053,
8500,2017,ford,fusion,black,tennessee,78739,3fa6p0luxhr267362,
21289,2015,ford,doors,gray,new york,71955,1fa6p8cf7f5308496,
17999,2015,ford,doors,triple yellow tri-coat,new jersey,48472,1fa6p8th8f5304703,
2700,2012,ford,door,blue,texas,98470,1fahp3f29cl226555,
30977,2015,ford,doors,competition orange,pennsylvania,28937,1fa6p8cf8f5308068,
13799,2015,ford,doors,red,new jersey,83693,1fa6p8am3f5330934,
20500,2014,ford,srw,white,arizona,90888,1fd7x3a68eeb54072,
8500,2012,ford,drw,white,texas,216942,1fdrf3ht6cea87430,
9900,2015,ford,door,white,florida,205796,1ftbf2a6xfeb60033,
65500,2019,ford,srw,black,indiana,6500,1ft7w2bt0kec44818,
24500,2018,ford,wagon,white,florida,39943,1fbzx2zm1jka44328,
32500,2020,ford,explorer,silver,missouri,5920,1fmsk8dh2lga15480,
9200,2018,ford,fusion,blue,pennsylvania,71478,3fa6p0h75jr243141,
17700,2017,ford,door,silver,pennsylvania,119520,1ftew1eg3hkc49103,
18300,2020,ford,fusion,white,california,10882,3fa6p0d94lr133238,
43500,2019,ford,srw,gray,illinois,29010,1ft7w2bt3kee55737,
15200,2016,ford,door,white,pennsylvania,69003,1fdbf2a6xgec32765,
36200,2019,ford,srw,no_color,illinois,16207,1ft7w2b63kee65677,
21900,2018,ford,mustang,red,new jersey,29748,1fatp8uh4j5166362,
20700,2019,ford,wagon,white,california,25582,1fbax2cm3kka61610,
12300,2019,ford,fusion,gray,california,24520,3fa6p0cd5kr265137,
4200,2016,ford,door,blue,pennsylvania,104383,3fa6p0hd5gr285811,
19500,2019,ford,transit,white,california,34164,1ftyr2cm1kka61447,
14300,2020,ford,fusion,silver,california,6975,3fa6p0d98lr117690,
13700,2016,ford,van,white,pennsylvania,67150,1ftye2yg5gka02732,
13200,2015,ford,door,white,pennsylvania,100820,1fm5k8d81fga01930,
6200,2014,ford,door,white,pennsylvania,142286,1fmcu9g96euc38537,
6500,2015,ford,door,black,pennsylvania,60015,1fa6p0g70f5119774,
1500,2013,ford,door,gray,pennsylvania,126381,3fadp4fj7dm130032,
2200,2013,ford,door,black,pennsylvania,128753,3fa6p0hr7dr120916,
4200,2013,ford,door,no_color,pennsylvania,0,1fadp3j23dl155179,
8700,2013,ford,van,white,pennsylvania,64598,1ftse3el2dda91463,
3200,2012,ford,door,black,pennsylvania,111532,3fahp0ja9cr334589,
9000,2012,ford,door,black,pennsylvania,149346,1ftfw1et2cfc83729,
20000,2018,ford,edge,silver,illinois,43567,2fmpk4k99jbb06857,
33000,2017,ford,door,white,texas,36004,1ft7w2b62hed00227,
23300,2019,ford,f-150,white,south carolina,10935,1ftmf1c58kkd07954,
8750,2017,ford,van,white,illinois,150484,1fbax2cm1hka52638,
11975,2012,ford,door,white,texas,122014,1ftfw1et5cfb83382,
23600,2019,ford,transit,white,south carolina,19363,1ftyr1ym8kka42378,
12000,2016,ford,explorer,black,texas,42902,1fm5k7bh1ggc33135,
30900,2018,ford,f-150,red,indiana,401,1ftex1ep0jkd02147,
23900,2019,ford,transit,white,south carolina,11077,1ftyr1zm0kka42485,
40400,2018,ford,f-150,black,indiana,34100,1ftew1eg4jfb55634,
38000,2019,ford,srw,white,minnesota,30018,1ft7w2bt4ked42668,
27000,2019,ford,flex,white,illinois,18279,2fmhk6c88kba16090,
24000,2019,ford,transit,white,south carolina,7373,1ftyr1zm2kka54847,
30000,2019,ford,ranger,gray,wisconsin,2590,1fter4fh7klb13025,
16200,2019,ford,fusion,white,south carolina,41662,3fa6p0ru1kr120930,
30000,2019,ford,flex,gray,wisconsin,15019,2fmhk6dt4kba19698,
23900,2019,ford,transit,white,south carolina,9420,1ftyr1ym4kka50820,
13800,2018,ford,taurus,white,missouri,41864,1fahp2d80jg104075,
23700,2019,ford,transit,white,south carolina,16829,1ftyr1ym3kka51084,
24300,2018,ford,f-150,gray,illinois,6290,1ftex1cp1jkf40656,
54900,2019,ford,srw,black,nevada,14393,1ft8w3bt7kee15090,
22500,2018,ford,taurus,white,wisconsin,14599,1fahp2j88jg135238,
39000,2018,ford,f-150,gray,illinois,25839,1ftfw1e53jfd63829,
13900,2018,ford,escape,gray,wisconsin,60715,1fmcu0hdxjuc12967,
24700,2018,ford,explorer,red,illinois,23350,1fm5k7dh1jgb86970,
20100,2018,ford,transit,white,california,62386,1ftyr2xm7jkb19070,
22000,2018,ford,mustang,red,illinois,6248,1fa6p8th3j5135439,
38200,2019,ford,mustang,green,florida,878,1fa6p8k02k5503784,
24400,2018,ford,transit,white,california,49710,1ftyr2xm4jka56820,
35000,2018,ford,mustang,blue,illinois,2042,1fa6p8cf9j5131958,
18600,2019,ford,flex,white,florida,7742,2fmhk6d87kba29234,
22700,2018,ford,transit,white,california,39733,1ftyr3xm6jkb03481,
38000,2018,ford,f-150,black,illinois,33701,1ftfw1e51jfa37950,
17000,2014,ford,door,red,illinois,67542,1ftmf1ctxefa36472,
17500,2017,ford,escape,gray,wisconsin,35095,1fmcu9jd6huc93491,
23200,2019,ford,f-150,white,michigan,8652,1ftmf1c50kkd60101,
30700,2017,ford,explorer,red,wisconsin,51107,1fm5k8ht2hgd13448,
23500,2019,ford,transit,white,michigan,14987,1ftyr1zm1kka42642,
26400,2017,ford,edge,blue,wisconsin,28252,2fmpk4ap7hbc41894,
23500,2019,ford,transit,white,michigan,16009,1ftyr1zm8kka55050,
38000,2017,ford,door,white,wisconsin,47866,1ftew1eg0hfa43326,
23600,2019,ford,transit,white,michigan,11004,1ftyr1zm3kka71267,
19300,2017,ford,edge,gray,wisconsin,42895,2fmpk4j9xhbb41421,
23200,2019,ford,f-150,white,michigan,9490,1ftmf1c58kkd60105,
13800,2017,ford,door,no_color,wisconsin,39027,1fmcu0gd5huc74384,
23600,2019,ford,transit,white,michigan,13466,1ftyr1ym9kka55673,
23200,2019,ford,f-150,white,michigan,8737,1ftmf1c53kkd60111,
40000,2017,ford,door,red,wisconsin,23960,1ftew1eg2hfb38793,
23400,2019,ford,f-150,white,michigan,5562,1ftmf1c5xkkd39112,
23600,2019,ford,transit,white,michigan,13763,1ftyr1zm1kka55052,
23000,2019,ford,f-150,white,michigan,10444,1ftmf1c51kkd08329,
25500,2017,ford,door,black,wisconsin,41696,1ftew1ep8hfb07225,
23500,2019,ford,transit,white,michigan,15787,1ftyr1zm1kka56203,
29900,2017,ford,door,white,wisconsin,9167,1ftew1ef5hkd84963,
23200,2019,ford,transit,white,michigan,17541,1ftyr1ym0kka55674,
50500,2017,ford,f-150,silver,wisconsin,24686,1ftfw1rg4hfc12326,
23400,2019,ford,transit,white,michigan,15210,1ftyr1ym7kka55672,
24500,2017,ford,transit,white,wisconsin,54601,1ftyr2cv1hka17899,
49000,2017,ford,mustang,black,illinois,2205,1fa6p8jz8h5523692,
25400,2017,ford,transit,white,wisconsin,35691,1ftyr2cv3hkb52320,
23000,2017,ford,flex,silver,illinois,32788,2fmhk6c8xhba10655,
6000,2012,ford,door,gray,minnesota,180471,1ftfw1ef2ckd08095,
22400,2016,ford,edge,black,wisconsin,42925,2fmpk4k80gbc01288,
22500,2016,ford,edge,black,wisconsin,37385,2fmpk4k82gbc46880,
25200,2019,ford,edge,gray,virginia,15415,2fmpk4k95kbc23479,
36000,2016,ford,door,white,wisconsin,20047,1ftew1eg5gfc13646,
26700,2019,ford,edge,black,virginia,16884,2fmpk4k90kbc02488,
30500,2016,ford,door,gray,wisconsin,57936,1ftew1eg9gkd71799,
26700,2019,ford,edge,black,virginia,15244,2fmpk4k91kbc22474,
25000,2019,ford,edge,gray,virginia,19842,2fmpk4k92kbc02945,
35200,2016,ford,door,white,wisconsin,38830,1ftew1ef9gfb09068,
30300,2019,ford,f-150,white,tennessee,31899,1ftew1e54kfb20317,
25000,2016,ford,door,no_color,illinois,69305,1ftfw1ef5gfc20298,
26500,2016,ford,door,red,wisconsin,46098,1ftfw1eg5gkf22898,
21600,2019,ford,mustang,gray,virginia,29457,1fatp8uh6k5153386,
18800,2016,ford,edge,no_color,wisconsin,30765,2fmpk4j99gbc10713,
21500,2019,ford,mustang,red,virginia,29096,1fatp8uh3k5162367,
9000,2016,ford,door,no_color,new jersey,40437,1fadp3f29gl296335,
16700,2015,ford,cutaway,white,wisconsin,69004,1fdwe4fl3fda32622,
16800,2015,ford,cutaway,white,wisconsin,65179,1fdwe4fl2fda28433,
15700,2015,ford,cutaway,white,wisconsin,75862,1fdwe4fl1fda28424,
16800,2015,ford,cutaway,white,wisconsin,68319,1fdwe4fl3fda32619,
19500,2015,ford,door,gray,wisconsin,80354,1fm5k8gt1fgb88036,
20500,2015,ford,door,black,wisconsin,51441,1fm5k8f89fga62388,
17400,2015,ford,cutaway,white,wisconsin,70954,1fdwe4fl5fda28412,
17500,2014,ford,door,red,wisconsin,92500,1ftfx1ef9efc44937,
26000,2014,ford,door,silver,illinois,66367,1ftfw1et3efb08800,
56700,2019,ford,f-150,white,kentucky,13884,1ftew1eg0kfa74454,
5000,2013,ford,door,no_color,wisconsin,202565,1fmcu9gx0duc48476,
40200,2019,ford,f-150,no_color,kentucky,26484,1ftew1e41kkc07168,
54000,2013,ford,door,red,illinois,703,1zvbp8jz3d5271544,
65200,2019,ford,max,white,kentucky,18138,1fmjk2at0kea08300,
32500,2017,ford,srw,white,minnesota,28007,1ft8w3b63hec69791,
25500,2019,ford,transit,white,illinois,11251,1ftyr1zm2kka42617,
63000,2019,ford,srw,no_color,illinois,11640,1ft7w2bt7ked44785,
44000,2019,ford,srw,white,illinois,10763,1ft7w2bt2ked42670,
70000,2019,ford,drw,no_color,illinois,9643,1ft8w3dt3kee48276,
56200,2019,ford,srw,gray,kentucky,33930,1ft7w2bt6kee88988,
35000,2019,ford,srw,white,wisconsin,26451,1ft7w2b64kec00217,
57700,2019,ford,srw,red,kentucky,21101,1ft7w2bt6kee59894,
74000,2019,ford,drw,no_color,illinois,10536,1ft8w4dt6ked32656,
60200,2019,ford,srw,white,kentucky,31744,1ft7w2bt6ked11132,
60000,2018,ford,srw,black,illinois,18062,1ft7w2btxjeb54932,
63000,2018,ford,srw,black,illinois,17942,1ft7w2bt3jec31754,
22500,2014,ford,door,black,wisconsin,43646,1ftfw1ef6efa39398,
8300,2014,ford,energi,gray,wisconsin,71989,3fa6p0pu0er246171,
8300,2012,ford,door,white,wisconsin,138328,1fmhk8d89cga65125,
21000,2013,ford,door,brown,wisconsin,95386,1ftfw1et9dke64965,
19300,2019,ford,fusion,black,mississippi,23740,3fa6p0ru2kr260565,
16400,2019,ford,fusion,gray,alabama,36064,3fa6p0cd1kr118278,
27300,2019,ford,f-150,gray,mississippi,18805,1ftew1c4xkfc10243,
26400,2012,ford,cab,white,wisconsin,151035,1fduf5gt0ceb55163,
35100,2019,ford,mustang,red,mississippi,10099,1fatp8ff1k5110151,
41500,2018,ford,f-150,black,new jersey,9800,1ftew1e56jfa97539,
34100,2019,ford,mustang,white,mississippi,10483,1fatp8ff5k5106670,
28600,2019,ford,f-150,no_color,california,17544,1ftew1c46kkc52450,
34100,2019,ford,mustang,red,mississippi,10167,1fatp8ff0k5119522,
28700,2019,ford,ranger,gray,california,11457,1fter4eh5kla17864,
24700,2019,ford,edge,no_color,california,26590,2fmpk3k90kbb54470,
46500,2019,ford,expedition,black,california,35346,1fmju1kt7kea38431,
29000,2019,ford,f-150,black,california,12953,1ftew1c59kkc39782,
25500,2019,ford,edge,silver,california,26693,2fmpk3k91kbb62934,
39500,2019,ford,f-150,yellow,california,25071,1ftew1e51kkc05297,
33100,2019,ford,f-150,yellow,california,33538,1ftew1c54kkc38135,
30500,2019,ford,f-150,gray,california,9915,1ftew1e4xkfb37968,
3600,2018,ford,fiesta,silver,arizona,1,3fadp4ej1jm128239,
16800,2019,ford,fusion,red,california,9910,3fa6p0hdxkr114772,
24000,2019,ford,f-150,gray,texas,16765,1ftew1cp5kkc11026,
58500,2019,ford,expedition,gray,california,4970,1fmju2at7kea02696,
55000,2017,ford,door,black,texas,43964,1ft8w3dt8hed50014,
28800,2019,ford,f-150,silver,california,40785,1ftew1e49kkc40340,
26800,2015,ford,door,white,new jersey,108998,1ft8w3bt4fec75439,
36000,2018,ford,max,gray,wisconsin,58576,1fmjk1jt1jea23803,
20000,2018,ford,wagon,white,wisconsin,55475,1fbzx2zm6jka97476,
46700,2019,ford,drw,black,alabama,35929,1ft8w3dt6kef15629,
42800,2019,ford,srw,silver,alabama,21669,1ft7w2btxkee45528,
21800,2018,ford,mustang,no_color,california,16079,1fa6p8th0j5176725,
18800,2018,ford,mustang,white,california,41147,1fa6p8th1j5133883,
18800,2018,ford,flex,black,california,45798,2fmgk5d88jba13550,
30200,2018,ford,f-150,red,california,21703,1ftew1cp2jkd08540,
27500,2018,ford,explorer,black,california,22284,1fm5k8d89jgb59845,
37500,2018,ford,transit,white,california,24567,1ftbw3xgxjkb24777,
19100,2018,ford,mustang,silver,california,30594,1fatp8uh2j5109805,
17100,2018,ford,flex,white,california,52747,2fmgk5d81jba01059,
13500,2018,ford,escape,silver,florida,21592,1fmcu0gd7jud41377,
54500,2018,ford,srw,blue,california,19853,1ft7w2bt8jec80853,
9000,2018,ford,fiesta,gray,florida,25201,3fadp4ej7jm111509,
16400,2020,ford,f-150,black,pennsylvania,10351,1ftew1e57lfa24246,
17000,2020,ford,fusion,gray,pennsylvania,1117,3fa6p0d98lr194138,
24800,2017,ford,door,gold,california,37279,1ftew1ep0hfb00592,
26800,2017,ford,door,red,california,30113,1ftew1ep9hfc23372,
19400,2017,ford,door,white,california,27570,3fa6p0k9xhr201097,
20000,2017,ford,flex,silver,california,45188,2fmgk5c83hba04539,
7000,2012,ford,door,silver,texas,149712,1ftfw1cf5cfa60758,
25100,2017,ford,explorer,gold,california,25030,1fm5k7d84hgd56068,
2000,2013,ford,door,gray,oklahoma,105743,3fa6p0h70dr346858,
18200,2020,ford,fusion,black,pennsylvania,9861,3fa6p0k98lr118096,
14200,2018,ford,fusion,red,illinois,1751,3fa6p0h76jr175058,
56500,2017,ford,door,red,california,30629,1ft7w2bt3hec44885,
2000,2016,ford,door,gray,oklahoma,52883,3fa6p0h7xgr182944,
26500,2020,ford,van,white,pennsylvania,122,1ftbr1c86lka43630,
34300,2019,ford,srw,white,florida,28534,1ft7w2btxkee87763,
43500,2017,ford,f-150,black,california,80699,1ftfw1rg4hfa86887,
3500,2016,ford,door,white,oklahoma,72851,1fa6p0hd4g5100361,
37200,2019,ford,srw,white,florida,24078,1ft7w2bt9kef54157,
12800,2017,ford,door,orange,california,38639,1fmcu0gd4huc28156,
15000,2013,ford,door,silver,texas,146807,1ft7w2bt9deb86453,
12500,2017,ford,door,silver,california,31871,1fmcu0gd1hua50769,
21500,2017,ford,f-150,gray,california,76876,1ftew1cp1hfa12279,
17300,2019,ford,fusion,white,north carolina,28070,3fa6p0cdxkr116450,
27000,2017,ford,explorer,silver,california,3189,1fm5k7dh4hga93774,
31800,2017,ford,el,white,florida,28359,1fmjk1kt6hea45630,
13000,2017,ford,door,gray,california,42890,1fmcu0gd4huc28111,
31800,2017,ford,el,silver,florida,29328,1fmjk1ktxhea45632,
46300,2016,ford,door,black,california,47531,1ft7w2bt1ged12535,
6000,2015,ford,door,gray,missouri,57345,1fa6p0h72f5106961,
22800,2016,ford,door,silver,california,67546,1ftew1cg4gke05649,
45000,2019,ford,expedition,white,pennsylvania,18153,1fmju2at2kea46511,
49500,2019,ford,expedition,black,pennsylvania,17689,1fmju2at0kea25415,
3000,2012,ford,van,white,missouri,137171,nm0ls7bn3ct082251,
20000,2015,ford,door,gray,california,63445,1ftew1cp9fkd25357,
25300,2019,ford,edge,black,pennsylvania,26422,2fmpk4k98kbc02352,
4000,2015,ford,door,white,south carolina,149319,1fdrf3g6xfec28306,
45500,2019,ford,expedition,gray,pennsylvania,18767,1fmju2at5kea33705,
9100,2018,ford,fiesta,silver,minnesota,38289,3fadp4ej7jm133008,
48000,2019,ford,expedition,black,pennsylvania,22960,1fmju2at2kea52910,
47000,2019,ford,max,blue,pennsylvania,17263,1fmjk2at0kea52913,
49500,2019,ford,expedition,black,pennsylvania,16981,1fmju2atxkea46594,
31200,2019,ford,wagon,black,pennsylvania,13058,1fbax2cm9kka31236,
18500,2014,ford,door,white,california,45887,1zvbp8cf8e5321701,
15500,2019,ford,escape,silver,pennsylvania,21740,1fmcu0gdxkub10166,
30500,2019,ford,wagon,black,pennsylvania,17707,1fbzx2ym9kka49036,
45500,2019,ford,max,silver,pennsylvania,19121,1fmjk2at7kea45361,
31500,2019,ford,wagon,black,pennsylvania,18856,1fbax2cm3kka31250,
11000,2013,ford,door,white,new jersey,84752,1fm5k8d8xdgb17544,
46500,2019,ford,max,white,pennsylvania,19555,1fmjk2at1kea40415,
31500,2019,ford,wagon,black,pennsylvania,16340,1fbax2cm3kka37047,
32000,2018,ford,f-150,white,ohio,17242,1ftew1eg8jfd74483,
23900,2019,ford,edge,black,pennsylvania,28733,2fmpk4k97kbb81428,
31500,2019,ford,wagon,black,pennsylvania,16019,1fbax2cm1kka31246,
18500,2016,ford,taurus,black,ohio,75580,1fahp2kt0gg121703,
1500,2013,ford,door,white,georgia,113444,1fadp3e26dl161150,
46000,2019,ford,max,white,pennsylvania,19227,1fmjk2at8kea45286,
31500,2019,ford,wagon,black,pennsylvania,13633,1fbax2cm4kka31239,
14700,2015,ford,van,white,new jersey,37739,1ftne1zmxfka31885,
2700,2013,ford,door,green,michigan,103541,1fm5k8d80dgc79389,
47500,2019,ford,expedition,blue,pennsylvania,24072,1fmju2at2kea33712,
31500,2019,ford,wagon,black,pennsylvania,17657,1fbax2cm1kka37046,
8900,2014,ford,door,red,new jersey,77392,1fmcu9gx5eua01844,
7000,2019,ford,door,white,michigan,11930,1ftyr1zm3kkb00458,
49000,2019,ford,expedition,red,pennsylvania,19731,1fmju2at7kea46505,
31500,2019,ford,wagon,black,pennsylvania,15581,1fbax2cm0kka37040,
8900,2014,ford,door,black,new jersey,70181,1fmcu9gx7eue04899,
48000,2019,ford,max,black,pennsylvania,16143,1fmjk2at1kea46571,
50000,2019,ford,max,black,pennsylvania,17995,1fmjk2at3kea46569,
47300,2019,ford,max,black,pennsylvania,23926,1fmjk2at3kea19064,
45000,2017,ford,f-150,black,louisiana,57929,1ftfw1rg3hfa94897,
49000,2019,ford,max,silver,pennsylvania,20758,1fmjk2at5kea39283,
40200,2019,ford,f-150,gray,texas,10028,1ftew1e45kfc11202,
48000,2019,ford,max,black,pennsylvania,21051,1fmjk2at1kea46568,
5000,2015,ford,door,silver,louisiana,136307,1fa6p0h76f5128221,
8200,2013,ford,bus,silver,new jersey,105880,1fbne3bl5dda27813,
49000,2019,ford,max,white,pennsylvania,19985,1fmjk2at1kea45369,
4000,2015,ford,door,gray,louisiana,102590,1fa6p0h78f5126079,
39000,2019,ford,expedition,silver,pennsylvania,27612,1fmju1jtxkea33631,
29000,2015,ford,door,white,louisiana,90855,1ft7w2btxfeb19752,
46500,2019,ford,max,silver,pennsylvania,19936,1fmjk2atxkea46536,
7805,2015,ford,door,gray,louisiana,64495,1fa6p0h74f5125348,
22000,2018,ford,mustang,gray,texas,39477,1fatp8ff8j5181457,
18800,2019,ford,max,black,pennsylvania,25698,1fmjk1kt8kea43272,
33000,2015,ford,door,blue,louisiana,73849,1ft7w2bt0fea55852,
39500,2019,ford,expedition,black,pennsylvania,25422,1fmju1jt3kea33633,
16900,2015,ford,door,black,louisiana,47866,1fa6p8cf0f5385064,
42500,2019,ford,max,white,pennsylvania,31236,1fmjk1jt9kea20200,
39500,2019,ford,expedition,gray,pennsylvania,26755,1fmju1jt2kea46499,
25500,2018,ford,f-150,blue,illinois,49177,1ftew1epxjfa22456,
49500,2019,ford,max,white,pennsylvania,20749,1fmjk2at7kea40404,
25000,2018,ford,f-150,white,illinois,15003,1ftew1eg8jfd05390,
40000,2019,ford,f-150,black,pennsylvania,12247,1ftfw1e53kfb70422,
26000,2018,ford,f-150,black,illinois,1,1ftfw1e5xjke09941,
29500,2019,ford,f-150,silver,pennsylvania,10808,1ftew1e57kfc13266,
23000,2019,ford,f-150,white,oklahoma,11263,1ftmf1c55kkd38708,
25500,2018,ford,f-150,black,illinois,42307,1ftew1ep8jfb14732,
44500,2019,ford,f-150,gray,pennsylvania,17484,1ftew1e40kfc09714,
15600,2019,ford,escape,blue,missouri,37106,1fmcu0gd5kua05504,
23100,2019,ford,f-150,white,oklahoma,9539,1ftmf1c57kkd08125,
37000,2019,ford,f-150,gray,pennsylvania,2384,1ftew1epxkfa83324,
14500,2019,ford,fusion,gray,missouri,20590,3fa6p0hd8kr114141,
23000,2019,ford,f-150,white,oklahoma,13896,1ftmf1c51kkd38706,
26500,2019,ford,f-150,gray,pennsylvania,9451,1ftfw1e43kfb70539,
18000,2017,ford,fusion,red,missouri,31657,3fa6p0vp2hr189117,
35700,2019,ford,expedition,brown,oklahoma,33907,1fmju1jt7kea29391,
31000,2019,ford,f-150,black,pennsylvania,10028,1ftfw1e57kfa45438,
2000,2013,ford,door,no_color,missouri,175640,3fa6p0h72dr150212,
40400,2019,ford,max,white,oklahoma,30770,1fmjk1jt6kea37259,
43600,2019,ford,f-150,black,pennsylvania,15141,1ftew1e40kfa83015,
22600,2019,ford,f-150,white,oklahoma,18431,1ftmf1c5xkkc79168,
26000,2019,ford,f-150,white,pennsylvania,9604,1ftfw1e45kfb85334,
23200,2019,ford,f-150,white,oklahoma,9516,1ftmf1c5xkkd39210,
29000,2019,ford,f-150,silver,pennsylvania,9718,1ftew1e45kfa45361,
22800,2019,ford,f-150,white,oklahoma,16506,1ftmf1c58kkc79170,
